            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2414108.166666667, A.D. 1897-Jul-02 16:00:00.0000, -3.357667248292340E+01,  1.614714312665118E+01, -2.199676866260920E+01, -1.174843479551639E-03,  8.461782397742099E-04, -2.777261166483141E-04,  2.498858615609886E-01,  4.326639571046345E+01,  1.368724434909461E-03,
2414149.833333333, A.D. 1897-Aug-13 08:00:00.0000, -3.362551775984300E+01,  1.618234930668365E+01, -2.200827080885315E+01, -1.169731934210279E-03,  8.437191243745037E-04, -2.743788123422515E-04,  2.502144823204147E-01,  4.332329463114341E+01,  1.362426454963328E-03,
2414191.500000000, A.D. 1897-Sep-24 00:00:00.0000, -3.367415032016587E+01,  1.621745311364668E+01, -2.201963372209678E+01, -1.164633065092603E-03,  8.412643264191999E-04, -2.710429171150334E-04,  2.505415894342375E-01,  4.337993147221140E+01,  1.356144591126839E-03,
2414233.166666667, A.D. 1897-Nov-04 16:00:00.0000, -3.372257068984663E+01,  1.625245472668398E+01, -2.203085787578423E+01, -1.159546765710299E-03,  8.388138099847687E-04, -2.677183382618702E-04,  2.508671867646107E-01,  4.343630690237855E+01,  1.349878709497767E-03,
2414274.833333333, A.D. 1897-Dec-16 08:00:00.0000, -3.377077939042031E+01,  1.628735432345069E+01, -2.204194373951354E+01, -1.154472930411839E-03,  8.363675395415507E-04, -2.644049838686853E-04,  2.511912781415963E-01,  4.349242158479964E+01,  1.343628677268234E-03,
2414316.500000000, A.D. 1898-Jan-27 00:00:00.0000, -3.381877693903647E+01,  1.632215208012891E+01, -2.205289177906841E+01, -1.149411454340879E-03,  8.339254798938596E-04, -2.611027627486736E-04,  2.515138673634208E-01,  4.354827617711710E+01,  1.337394362639903E-03,
2414358.166666667, A.D. 1898-Mar-09 16:00:00.0000, -3.386656384849297E+01,  1.635684817143991E+01, -2.206370245644816E+01, -1.144362233483853E-03,  8.314875961177439E-04, -2.578115844554112E-04,  2.518349581967153E-01,  4.360387133150294E+01,  1.331175634846260E-03,
2414399.833333333, A.D. 1898-Apr-20 08:00:00.0000, -3.391414062727142E+01,  1.639144277065604E+01, -2.207437622989978E+01, -1.139325164663066E-03,  8.290538535963421E-04, -2.545313593096765E-04,  2.521545543767713E-01,  4.365920769470282E+01,  1.324972364175929E-03,
2414441.500000000, A.D. 1898-Jun-01 00:00:00.0000, -3.396150777957030E+01,  1.642593604961311E+01, -2.208491355394762E+01, -1.134300145462006E-03,  8.266242179716024E-04, -2.512619982885034E-04,  2.524726596077788E-01,  4.371428590807738E+01,  1.318784421842289E-03,
2414483.166666667, A.D. 1898-Jul-12 16:00:00.0000, -3.400866580533772E+01,  1.646032817871878E+01, -2.209531487942024E+01, -1.129287074289348E-03,  8.241986550417677E-04, -2.480034130339754E-04,  2.527892775630479E-01,  4.376910660764051E+01,  1.312611680000974E-03,
2414524.833333333, A.D. 1898-Aug-23 08:00:00.0000, -3.405561520030609E+01,  1.649461932695919E+01, -2.210558065347954E+01, -1.124285850384312E-03,  8.217771307818174E-04, -2.447555158962296E-04,  2.531044118852406E-01,  4.382367042409962E+01,  1.306454011785077E-03,
2414566.500000000, A.D. 1898-Oct-04 00:00:00.0000, -3.410235645602684E+01,  1.652880966190578E+01, -2.211571131964940E+01, -1.119296373817743E-03,  8.193596113006481E-04, -2.415182199057553E-04,  2.534180661866039E-01,  4.387797798289586E+01,  1.300311291277470E-03,
2414608.166666667, A.D. 1898-Nov-14 16:00:00.0000, -3.414889005990505E+01,  1.656289934972064E+01, -2.212570731784485E+01, -1.114318545495506E-03,  8.169460628457332E-04, -2.382914388055921E-04,  2.537302440491996E-01,  4.393202990424403E+01,  1.294183393532924E-03,
2414649.833333333, A.D. 1898-Dec-26 08:00:00.0000, -3.419521649523389E+01,  1.659688855516231E+01, -2.213556908440089E+01, -1.109352267136323E-03,  8.145364517871741E-04, -2.350750870009116E-04,  2.540409490251348E-01,  4.398582680317237E+01,  1.288070194530893E-03,
